Title,Plan Number,Plan,Plan Version,Amount,Effective,Ended,Per,Comment,Rate Type,Dwelling,1 BR Unit,2 BR Unit,3 BR Unit,4+BR Unit,Trips,Work in progress,Strikeout,Applies to,AppliesTo,1ET,BaseRate,BaseRateDate,1ETBaseRate,BaseRateDwelling,CombinedForLookup,ChargeControl,ChargeMultiplier,Overrides,Autotext
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7.0.1","261.99","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","629",,,,,"2014-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7.0.1","228.9","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","549",,,,,"2014-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7.0.2","263.16","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","632",,,,,"2015-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7.0.2","229.93","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","552",,,,,"2015-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7.0.3","265.78","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","638",,,,,"2016-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7.0.3","232.2","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential"",""Tourist""]","Residential","557",,,,,"2016-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7.0.5","297.62","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"714",,,,,"2018-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7.0.5","260.03","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"624",,,,,"2018-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7.0.6","314.1","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"754",,,,,"2019-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7.0.6","274.43","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"659",,,,,"2019-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7.0.7","321.12","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"771","240","40,142","576","2.4","2020-5-Structured open space","StructOS_5","ET",,"structured1"
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7.0.7","280.57","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"673","209","40,142","502","2.4","2020-5-Casual open space","CasualOS_5","ET",,"casopen1"
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","4","1,000","6/12/2006 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","2,600",,,,,"2006-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","4","32,708","6/12/2006 12:00 AM","22/12/2009 12:00 AM","HA",,"Base rate","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","3,271",,,,,"2006-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6","994","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,386",,,,,"2009-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6","42,720","23/12/2009 12:00 AM","30/06/2011 12:00 AM","HA",,"Indexed","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","4,272",,,,,"2009-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6","770","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,848",,,,,"2009-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6","29,801","23/12/2009 12:00 AM","31/01/2012 12:00 AM","HA",,"Base rate","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","2,980",,,,,"2009-7-Drainage",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.0.1","58,148","1/07/2011 12:00 AM","31/01/2012 12:00 AM","HA",,"Indexed","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","5,815",,,,,"2011-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.0.1","1,204","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,890",,,,,"2011-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1","56,641","1/02/2012 12:00 AM","30/06/2014 12:00 AM","HA",,"Base rate","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","5,664",,,,,"2012-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.1.1","1,211","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,906",,,,,"2012-7-Structured open space",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.1.2","1,239","1/07/2013 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,974",,,,,"2013-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1.3","56,717","1/07/2014 12:00 AM","30/06/2015 12:00 AM","HA",,"Indexed","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","5,672",,,,,"2014-7-Drainage",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1.4","56,755","1/07/2015 12:00 AM","30/06/2016 12:00 AM","HA",,"Indexed","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","5,676",,,,,"2015-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.1.5","1,287","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","3,089",,,,,"2016-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1.5","62,673","1/07/2016 12:00 AM","30/06/2017 12:00 AM","HA",,"Indexed","0.1","0.13","0.17","0.21","0.24",,,,"[""Residential"",""Tourist"",""Commercial""]","Residential; Tourist; Commercial; All","6,267",,,,,"2016-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.1.7","1,505","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"3,612",,,,,"2018-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1.7","73,559","1/07/2018 12:00 AM","30/06/2019 12:00 AM","HA",,"Indexed","0.1",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"7,356",,,,,"2018-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.1.8","1,656","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"3,974",,,,,"2019-7-Structured open space",,,,
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1.8","81,789","1/07/2019 12:00 AM","30/06/2020 12:00 AM","HA",,"Indexed","0.1",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"8,179",,,,,"2019-7-Drainage",,,,
"Structured open space","7","Contribution Plan No 7 - West Kingscliff","6.1.9","1,831","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"4,394","770","40,170","1,848","2.4","2020-7-Structured open space","StructOS_7","ET","5","wking1"
"Drainage","7","Contribution Plan No 7 - West Kingscliff","6.1.9","92,158","1/07/2020 12:00 AM","30/06/2022 12:00 AM","HA",,"Indexed","0.1",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,216","56,641","40,940","5,664","0.1","2020-7-Drainage","Drainage","HA",,"wking4"
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","A2","150.45","7/07/2005 12:00 AM","22/09/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","391",,,,,"2005-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","3","204.93","23/09/2009 12:00 AM","27/11/2012 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","492",,,,,"2009-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4","488.71","28/11/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,173",,,,,"2012-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.1","494.1","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,186",,,,,"2013-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.2","499.46","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,199",,,,,"2014-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.3","501.91","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,205",,,,,"2015-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.4","507.09","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,217",,,,,"2016-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.6","544.28","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,306",,,,,"2018-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.7","574.42","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,379",,,,,"2019-10-Community facilities",,,,
"Community facilities","10","Contribution Plan No 10 - Cobaki Lakes","4.0.8","587.28","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,409","488.71","41,241","1,173","2.4","2020-10-Community facilities","CommFac10","ET","15","cobaki"
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","A1","264.55","15/05/2002 12:00 AM","16/07/2009 12:00 AM","Person","Original plan specified building development of Type A, B and C - everything was 2.6 persons except for Types B and C which were 1.7 persons","Base rate","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","688",,,,,"2002-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","A1.1","143.96","17/07/2009 12:00 AM","22/12/2009 12:00 AM","Person","Amendment following Minister's direction 10/7/2009, given 7 days to comply","Minister","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","374",,,,,"2009-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","A2","232.28","23/12/2009 12:00 AM","23/12/2009 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","557",,,,,"2009-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","A2","329.9","23/12/2009 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","792",,,,,"2009-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.1","340","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","816",,,,,"2012-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.2","349.18","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","838",,,,,"2013-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","4","274.77","1/01/2014 12:00 AM","1/01/2014 12:00 AM","Person","Estimate of effective date only - on hold indefinitely","Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","659",,,,,"2014-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.3","353.02","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","847",,,,,"2014-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.4","354.6","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","851",,,,,"2015-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.5","358.12","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","859",,,,,"2016-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.7","388.71","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"933",,,,,"2018-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.8","410.27","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"985",,,,,"2019-11-Libraries",,,,
"Libraries","11","Contribution Plan No 11 - Tweed Shire Library Facilities","3.0.9","419.48","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"1,007","329.9","40,170","792","2.4","2020-11-Libraries","ResDevt11","ET",,"libraries"
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3","10","13/07/2005 12:00 AM","22/12/2009 12:00 AM","Person","residential developments comprising less than ten allotments or ten ET located within any existing established urban area will not attract a levy (in practice currently not applied to rural development)","Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","26",,,,,"2005-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3 (V3)","25","23/12/2009 12:00 AM","30/06/2012 12:00 AM","Person","Applies to all residential development except for residential development in rural areas","Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","60",,,,,"2009-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.1","25.77","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person","Applies to all residential development except for residential development in rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","z","62",,,,,"2012-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.2","26.46","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person","Applies to all residential development except for residential development in rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","64",,,,,"2013-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.3","26.75","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person","Applies to all residential development except for residential development in rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","64",,,,,"2014-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.4","27.7","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person","Applies to all residential development except for residential development in rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","66",,,,,"2015-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.5","27.97","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person","Applies to all residential development except for residential development in rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","67",,,,,"2016-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.7","29.46","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"71",,,,,"2018-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.8","31.09","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"75",,,,,"2019-12-Bus shelters",,,,
"Bus shelters","12","Contribution Plan No 12 - Bus Shelters","1.3.9","31.79","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"76","25","40,170","60","2.4","2020-12-Bus shelters","Over10ET","ET",,"busshelters"
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","1.2","50.38","7/07/2005 12:00 AM",,"Person","$12 flat interest added to dwelling and mdu","Base rate","2.6",,,,"1.786",,,,"[""Residential""]","Residential","131",,,,,"2005-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","2","50","23/12/2009 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","120",,,,,"2009-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4","50","23/12/2009 12:00 AM","30/06/2012 12:00 AM","Person","Pre-indexation rate per person is $42.15","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","120",,,,,"2009-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.1","50.61","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person","Pre-indexation rate per person is $42.15","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","121",,,,,"2012-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.2","51.28","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person","Pre-indexation rate per person is $42.15","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","123",,,,,"2013-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.3","51.56","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person","Pre-indexation rate per person is $42.15","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","124",,,,,"2014-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.4","51.67","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person","Pre-indexation rate per person is $42.15","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","124",,,,,"2015-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.5","52.13","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person","Pre-indexation rate per person is $42.15","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","125",,,,,"2016-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.7","56.2","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"135",,,,,"2018-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.8","58.24","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"140",,,,,"2019-13-Cemeteries",,,,
"Cemeteries","13","Contribution Plan No 13 - Eviron Cemetery","4.0.9","59.48","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"143","42.15","40,170","101","2.4","2020-13-Cemeteries","ResDevt13","ET",,"cemeteries"
"Community facilities - Coast South","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","A3","224","27/01/2004 12:00 AM","28/09/2010 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","582",,,,,"2004-15-Community facilities - Coast South",,,,
"Community facilties - Coast North","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","A3","189.05","27/01/2004 12:00 AM","28/09/2010 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","492",,,,,"2004-15-Community facilties - Coast North",,,,
"Community facilities - Coast South","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","5","274","23/12/2009 12:00 AM","28/09/2010 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","658",,,,,"2009-15-Community facilities - Coast South",,,,
"Community facilties - Coast North","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","5","242","23/12/2009 12:00 AM","28/09/2010 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","581",,,,,"2009-15-Community facilties - Coast North",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6","544","29/09/2010 12:00 AM","30/06/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,306",,,,,"2010-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.1","552","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,325",,,,,"2011-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.2","563.42","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,352",,,,,"2012-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.3","578.66","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,389",,,,,"2013-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.4","585.03","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,404",,,,,"2014-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.5","587.78","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,411",,,,,"2015-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.6","593.58","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential"",""Tourist""]","Residential; Tourist","1,425",,,,,"2016-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.8","641.2","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"1,539",,,,,"2018-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.9","676.68","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"1,624",,,,,"2019-15-Community facilties - Shirewide",,,,
"Community facilties - Shirewide","15","Contribution Plan No 15 - Developer Contributions for Community Facilities","6.0.10","691.89","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,661","544","40,450","1,306","2.4","2020-15-Community facilties - Shirewide","ComFac15","ET",,"commfac"
"Lifesaving","16","Section 94 Plan No 16 - Emergency Facilities (Surf Lifesaving)","A4","77","1/03/2006 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","200",,,,,"2006-16-Lifesaving",,,,
"Lifesaving","16","Section 94 Plan No 16 - Emergency Facilities (Surf Lifesaving)","6","47.2","23/12/2009 12:00 AM",,"Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","113",,,,"2.4","2009-16-Lifesaving","Shirewid16","ET",,
"Residential","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.1","733.29","24/04/2007 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","1,906.554",,,,,"2007-18-Residential",,,,
"Tourist ","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.1","1,152","24/04/2007 12:00 AM","22/12/2009 12:00 AM","Accommodation unit",,"Base rate",,,,,,,,,"[""Tourist""]","Tourist",,,,,,"2007-18-Tourist ",,,,
